miRNA,mRNA,PCC.cor,p_value,adjusted_p_value,score,energy,query_start_end,subject_start_end,total_bp_shared,query_similar,subject_similar,Swiss.Prot_Hit,SP_E.value,Swiss.Prot_Description,Trembl_Hit,TB_E.value,Trembl_Description,NCBI_hit,nr_E.value,NCBI_Description,GO_Swiss.Prot,GO_Trembl
Cluster_1411,evm.TU.chromosome_9.1081,-0.2484490028,0.3050617916,0.8356103868,162,-21.26,2 16,563 585,15,86.67%,93.33%,NA,NA,NA,tr|A0A2B4S081|A0A2B4S081_STYPI,2.55E-45,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene12666 PE=4 SV=1,ref|XP_020608727.1|,2.71E-50,uncharacterized protein LOC110047323 isoform X2 [Orbicella faveolata],NA,GO:0016021
Cluster_3730,evm.TU.chromosome_14.6923,0.4378216088,0.06082285415,0.6025962607,169,-22.22,2 21,328 349,20,85.00%,85.00%,NA,NA,NA,tr|C3Z1C4|C3Z1C4_BRAFL,1.18E-167,Uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_77453 PE=4 SV=1,ref|XP_022803922.1|,0,uncharacterized protein LOC111341234 isoform X2 [Stylophora pistillata],NA,
Cluster_4831,evm.TU.chromosome_10.2566,0.2718321305,0.2602454219,0.8131248897,158,-25.37,2 20,625 651,23,69.57%,73.91%,sp|O60462|NRP2_HUMAN,9.74E-16,Neuropilin-2 OS=Homo sapiens GN=NRP2 PE=1 SV=2,tr|A0A2B4SWB6|A0A2B4SWB6_STYPI,7.06E-109,Sialidase OS=Stylophora pistillata GN=TCNA PE=4 SV=1,ref|XP_020605616.1|,0,neuropilin-2-like [Orbicella faveolata],GO:0005576; GO:0016021; GO:0016020; GO:0005886; GO:0002116; GO:0019955; GO:0019838; GO:0008201; GO:0042802; GO:0046872; GO:0004872; GO:0017154; GO:0005021; GO:0001525; GO:0048846; GO:0007411; GO:0007155; GO:0021675; GO:0003148; GO:0010595; GO:0001938; GO:1902285; GO:0061549; GO:0097490; GO:0097491; GO:0048010,GO:0005576; GO:0005509
Cluster_1452,evm.TU.chromosome_6.1753,0.05421590401,0.8255289362,0.9742178172,143,-21.67,2 19,601 629,24,66.67%,70.83%,sp|Q8VHT8|TF3A_RAT,5.77E-69,Transcription factor IIIA OS=Rattus norvegicus GN=Gtf3a PE=2 SV=2,tr|A0A2B4RL34|A0A2B4RL34_STYPI,2.38E-152,Transcription factor IIIA OS=Stylophora pistillata GN=Gtf3a PE=4 SV=1,ref|XP_020622689.1|,0,"dentin sialophosphoprotein-like, partial [Orbicella faveolata]",GO:0005634; GO:0008097; GO:0003677; GO:0003700; GO:0046872; GO:0042273; GO:0006351,GO:0003676
Cluster_3037,evm.TU.chromosome_14.5760,0.1624010836,0.5065215692,0.9041855352,167,-24.23,2 20,742 762,18,77.78%,83.33%,sp|Q8CG08|CTHR1_RAT,4.70E-42,Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1,tr|A0A2B4S180|A0A2B4S180_STYPI,2.85E-99,Collagen triple helix repeat-containing protein 1 OS=Stylophora pistillata GN=Cthrc1 PE=4 SV=1,ref|XP_020625091.1|,4.34E-121,collagen triple helix repeat-containing protein 1-like isoform X2 [Orbicella faveolata],GO:0005581; GO:0005737; GO:0005576; GO:0005615; GO:0005578; GO:0005109; GO:0017147; GO:0016477; GO:0090103; GO:0090177; GO:0060122; GO:0090090; GO:0043932; GO:0045669; GO:0033690; GO:0032092; GO:0060071,GO:0005581
Cluster_4696,evm.TU.chromosome_14.5497,0.2350220871,0.3327708209,0.8475514787,157,-20.69,2 21,124 146,21,71.43%,80.95%,sp|Q05975|RAB2_LYMST,3.75E-143,Ras-related protein Rab-2 OS=Lymnaea stagnalis GN=RAB2 PE=2 SV=1,tr|A0A2B4SQJ0|A0A2B4SQJ0_STYPI,1.60E-157,Ras-related protein Rab-2 OS=Stylophora pistillata GN=RAB2 PE=4 SV=1,gb|PFX31369.1|,2.48E-157,ras-related protein Rab-2 [Stylophora pistillata],GO:0005789; GO:0033116; GO:0000139; GO:0005525; GO:0003924; GO:0015031; GO:0016192,GO:0005525; GO:0003924
Cluster_1452,evm.TU.chromosome_12.2195,0.6848271001,0.001216324026,0.1695285945,151,-20.37,2 21,20 42,20,65.00%,75.00%,sp|Q6XD76|ASCL4_HUMAN,4.47E-18,Achaete-scute homolog 4 OS=Homo sapiens GN=ASCL4 PE=1 SV=1,tr|A0A2B4SC97|A0A2B4SC97_STYPI,7.80E-127,Achaete-scute-like 4 OS=Stylophora pistillata GN=ASCL4 PE=4 SV=1,ref|XP_020629355.1|,1.27E-128,achaete-scute homolog 1-like [Orbicella faveolata],GO:0090575; GO:0046983; GO:0000977; GO:0006357; GO:0043588; GO:0006351,GO:0003677; GO:0046983; GO:0006357
Cluster_4831,evm.TU.chromosome_12.2196,0.004655982904,0.9849072163,0.9980336764,167,-26.52,2 20,768 789,18,72.22%,88.89%,NA,NA,NA,NA,NA,NA,ref|XP_020629356.1|,2.57E-43,uncharacterized protein LOC110066469 [Orbicella faveolata],NA,NA
Cluster_1453,evm.TU.chromosome_14.393,0.2128920391,0.3815359612,0.8661051149,151,-20.27,2 20,382 402,19,73.68%,78.95%,sp|P53452|DRD1L_TAKRU,1.21E-26,D(1)-like dopamine receptor OS=Takifugu rubripes GN=d14 PE=3 SV=1,tr|A0A2B4SWG6|A0A2B4SWG6_STYPI,0,Melatonin receptor type 1C OS=Stylophora pistillata GN=mtnr1c PE=4 SV=1,ref|XP_020618646.1|,0,melatonin receptor type 1A-like [Orbicella faveolata],GO:0005887; GO:0005622; GO:0004952; GO:0007191; GO:0007612; GO:0060158; GO:0042311,GO:0016021; GO:0008502
Cluster_1155,evm.TU.chromosome_14.647,-0.1147899716,0.6398266927,0.9378234297,151,-21.59,2 17,54 81,21,71.43%,71.43%,NA,NA,NA,tr|A0A0B7BNN6|A0A0B7BNN6_9EUPU,1.75E-41,Uncharacterized protein (Fragment) OS=Arion vulgaris GN=ORF201155 PE=4 SV=1,ref|XP_012675614.1|,5.51E-37,PREDICTED: uncharacterized protein LOC105893702 [Clupea harengus],NA,
Cluster_860,evm.TU.chromosome_14.645,-0.2523970821,0.2971874227,0.8318374181,158,-20.42,2 21,782 809,25,72.00%,72.00%,NA,NA,NA,tr|A0A2B4RJA0|A0A2B4RJA0_STYPI,3.51E-17,Fibroblast growth factor receptor 3 OS=Stylophora pistillata GN=fgfr3 PE=4 SV=1,ref|XP_022805151.1|,2.24E-17,fibroblast growth factor receptor 2-like [Stylophora pistillata],NA,GO:0016021; GO:0005524; GO:0004713
Cluster_3423,evm.TU.chromosome_14.644,-0.3033843209,0.2067112045,0.7813838189,177,-23.75,2 18,692 713,16,87.50%,100.00%,sp|Q9C091|GRB1L_HUMAN,8.35E-07,GREB1-like protein OS=Homo sapiens GN=GREB1L PE=1 SV=2,tr|A0A2B4RMJ0|A0A2B4RMJ0_STYPI,0,GREB1-like protein OS=Stylophora pistillata GN=GREB1L PE=4 SV=1,ref|XP_020612817.1|,0,uncharacterized protein LOC110051160 isoform X2 [Orbicella faveolata],GO:0016021; GO:0001822,GO:0003676
Cluster_1155,evm.TU.chromosome_14.649,-0.07128749684,0.7718098347,0.964858746,151,-21.59,2 17,54 81,21,71.43%,71.43%,sp|Q9C091|GRB1L_HUMAN,4.77E-07,GREB1-like protein OS=Homo sapiens GN=GREB1L PE=1 SV=2,tr|A0A2B4RMJ0|A0A2B4RMJ0_STYPI,0,GREB1-like protein OS=Stylophora pistillata GN=GREB1L PE=4 SV=1,ref|XP_020612817.1|,0,uncharacterized protein LOC110051160 isoform X2 [Orbicella faveolata],GO:0016021; GO:0001822,GO:0003676
Cluster_1155,evm.TU.chromosome_14.648,-0.161594348,0.508663923,0.9047686197,151,-21.59,2 17,54 81,21,71.43%,71.43%,NA,NA,NA,tr|A0A2B4RMJ0|A0A2B4RMJ0_STYPI,1.42E-28,GREB1-like protein OS=Stylophora pistillata GN=GREB1L PE=4 SV=1,ref|XP_020602949.1|,2.98E-35,"uncharacterized protein LOC110041970, partial [Orbicella faveolata]",NA,GO:0003676
Cluster_3044,evm.TU.chromosome_10.273,-0.03185601749,0.8969917618,0.9858435441,160,-20.06,2 21,903 924,19,68.42%,78.95%,sp|Q40358|PRP_MEDSA,5.46E-07,Repetitive proline-rich cell wall protein OS=Medicago sativa GN=PRP PE=2 SV=1,tr|A0A0K1PG00|A0A0K1PG00_9DELT,2.85E-24,ATP-dependent RNA helicase OS=Vulgatibacter incomptus GN=AKJ08_2426 PE=4 SV=1,gb|AKU92039.1|,4.41E-24,ATP-dependent RNA helicase [Vulgatibacter incomptus],GO:0005618; GO:0005576; GO:0005199; GO:0007275,GO:0005524; GO:0004386; GO:0003676
Cluster_3406,evm.TU.chromosome_10.273,-0.1763742997,0.4701115524,0.8937501938,167,-21.49,2 21,326 348,20,80.00%,80.00%,sp|Q40358|PRP_MEDSA,5.46E-07,Repetitive proline-rich cell wall protein OS=Medicago sativa GN=PRP PE=2 SV=1,tr|A0A0K1PG00|A0A0K1PG00_9DELT,2.85E-24,ATP-dependent RNA helicase OS=Vulgatibacter incomptus GN=AKJ08_2426 PE=4 SV=1,gb|AKU92039.1|,4.41E-24,ATP-dependent RNA helicase [Vulgatibacter incomptus],GO:0005618; GO:0005576; GO:0005199; GO:0007275,GO:0005524; GO:0004386; GO:0003676
Cluster_3889,evm.TU.chromosome_10.276,0.3889258802,0.09981716876,0.6758336826,164,-23.28,2 19,672 691,17,82.35%,88.24%,sp|O70475|UGDH_MOUSE,0,UDP-glucose 6-dehydrogenase OS=Mus musculus GN=Ugdh PE=1 SV=1,tr|A7SMD7|A7SMD7_NEMVE,0,UDP-glucose 6-dehydrogenase OS=Nematostella vectensis GN=v1g191320 PE=3 SV=1,ref|XP_020628157.1|,0,UDP-glucose 6-dehydrogenase-like [Orbicella faveolata],GO:0005829; GO:0005654; GO:0005634; GO:0051287; GO:0003979; GO:0001702; GO:0006024; GO:0006065,GO:0005829; GO:0005634; GO:0051287; GO:0003979; GO:0006024
Cluster_9205,evm.TU.chromosome_11.644,-0.08515400306,0.72888488,0.956738784,165,-23.38,2 20,351 375,21,80.95%,80.95%,NA,NA,NA,tr|A0A2B4RC89|A0A2B4RC89_STYPI,0,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene19785 PE=4 SV=1,ref|XP_020619052.1|,0,uncharacterized protein LOC110056839 [Orbicella faveolata],NA,
Cluster_3037,evm.TU.chromosome_4.1924,0.5714600892,0.01058901956,0.364211547,154,-20.01,2 20,433 456,21,66.67%,76.19%,sp|Q9R283|TRPC2_RAT,1.89E-31,Short transient receptor potential channel 2 OS=Rattus norvegicus GN=Trpc2 PE=2 SV=2,tr|A0A2B4SB53|A0A2B4SB53_STYPI,0,Short transient receptor potential channel 2 OS=Stylophora pistillata GN=Trpc2 PE=4 SV=1,ref|XP_020630606.1|,0,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like isoform X1 [Orbicella faveolata],GO:0005887; GO:0005634; GO:0003684; GO:0015279; GO:0006828; GO:0051480; GO:0007338; GO:0000012,GO:0016021; GO:0005262
Cluster_3406,evm.TU.chromosome_4.1923,-0.1878859232,0.4411368679,0.8852763938,154,-20.15,2 18,674 695,17,82.35%,82.35%,sp|O13076|AA2BR_CHICK,5.11E-13,Adenosine receptor A2b OS=Gallus gallus GN=ADORA2B PE=2 SV=1,tr|A7S9K3|A7S9K3_NEMVE,3.00E-40,Predicted protein OS=Nematostella vectensis GN=v1g208871 PE=3 SV=1,ref|XP_020629206.1|,1.64E-168,adenosine receptor A2b-like [Orbicella faveolata],GO:0016021; GO:0005622; GO:0005886; GO:0001609; GO:0007189; GO:0031668; GO:0032722; GO:0002882; GO:0031284; GO:0032755; GO:0043306; GO:0010575; GO:0060087,GO:0016021; GO:0004930
Cluster_508,evm.TU.chromosome_11.1274,-0.1224392926,0.6175300865,0.9326072176,159,-20.76,2 17,75 97,16,81.25%,87.50%,sp|P0CT36|TF23_SCHPO,9.02E-67,Transposon Tf2-3 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-3 PE=1 SV=1,tr|A0A1S3HHB2|A0A1S3HHB2_LINUN,0,uncharacterized protein K02A2.6-like OS=Lingula unguis GN=LOC106155276 PE=4 SV=1,ref|XP_020904393.1|,0,uncharacterized protein LOC110242721 [Exaiptasia pallida],GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964; GO:0015074; GO:0006310,GO:0003676; GO:0015074
Cluster_4425,evm.TU.chromosome_14.887,0.09195076923,0.7081151742,0.9524622716,155,-21,2 12,762 783,10,100.00%,100.00%,sp|Q90VV1|HES4B_XENLA,4.35E-46,Transcription factor HES-4-B OS=Xenopus laevis GN=hes4-b PE=1 SV=1,tr|A0A2B4RSI6|A0A2B4RSI6_STYPI,3.01E-150,Transcription factor HES-1 OS=Stylophora pistillata GN=HES1 PE=4 SV=1,ref|XP_020607596.1|,5.64E-168,uncharacterized protein LOC110046247 [Orbicella faveolata],GO:0005634; GO:0046982; GO:0043565; GO:0008283; GO:0033504; GO:0002088; GO:0007517; GO:0043066; GO:0048642; GO:0000122; GO:0045892; GO:0014029; GO:0007219; GO:0021501; GO:0006351,GO:0005634; GO:0003677; GO:0046983; GO:0006355; GO:0006351
Cluster_8986,evm.TU.chromosome_12.3122,-0.06407065253,0.7944126072,0.9688489604,170,-22.22,2 21,817 837,19,78.95%,89.47%,NA,NA,NA,tr|A0A2B4ST72|A0A2B4ST72_STYPI,2.88E-177,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene3637 PE=4 SV=1,ref|XP_020614680.1|,0,calponin homology domain-containing protein DDB_G0272472-like [Orbicella faveolata],NA,
Cluster_3331,evm.TU.chromosome_10.57,0.6247549611,0.004239208219,0.2678133734,150,-20.95,2 11,560 581,9,100.00%,100.00%,sp|Q5R5W2|TADBP_PONAB,1.15E-79,TAR DNA-binding protein 43 OS=Pongo abelii GN=TARDBP PE=2 SV=1,tr|A0A2B4SBQ9|A0A2B4SBQ9_STYPI,0,TAR DNA-binding protein 43 OS=Stylophora pistillata GN=TARDBP PE=4 SV=1,ref|XP_020626268.1|,0,TAR DNA-binding protein 43-like [Orbicella faveolata],GO:0005634; GO:0003677; GO:0003723; GO:0006397; GO:0006355; GO:0008380; GO:0006351,GO:0003677; GO:0003723
Cluster_3337,evm.TU.chromosome_10.57,-0.5689535913,0.01101460317,0.3685760202,150,-20.95,2 11,560 581,9,100.00%,100.00%,sp|Q5R5W2|TADBP_PONAB,1.15E-79,TAR DNA-binding protein 43 OS=Pongo abelii GN=TARDBP PE=2 SV=1,tr|A0A2B4SBQ9|A0A2B4SBQ9_STYPI,0,TAR DNA-binding protein 43 OS=Stylophora pistillata GN=TARDBP PE=4 SV=1,ref|XP_020626268.1|,0,TAR DNA-binding protein 43-like [Orbicella faveolata],GO:0005634; GO:0003677; GO:0003723; GO:0006397; GO:0006355; GO:0008380; GO:0006351,GO:0003677; GO:0003723
Cluster_3338,evm.TU.chromosome_10.57,-0.5960787772,0.007072071694,0.3186674722,150,-20.95,2 11,560 581,9,100.00%,100.00%,sp|Q5R5W2|TADBP_PONAB,1.15E-79,TAR DNA-binding protein 43 OS=Pongo abelii GN=TARDBP PE=2 SV=1,tr|A0A2B4SBQ9|A0A2B4SBQ9_STYPI,0,TAR DNA-binding protein 43 OS=Stylophora pistillata GN=TARDBP PE=4 SV=1,ref|XP_020626268.1|,0,TAR DNA-binding protein 43-like [Orbicella faveolata],GO:0005634; GO:0003677; GO:0003723; GO:0006397; GO:0006355; GO:0008380; GO:0006351,GO:0003677; GO:0003723
Cluster_9205,evm.TU.chromosome_10.55,0.4009276578,0.08890811358,0.6588548013,161,-20.44,2 18,203 224,16,75.00%,87.50%,sp|Q99570|PI3R4_HUMAN,0,Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens GN=PIK3R4 PE=1 SV=3,tr|A0A2B4SAY2|A0A2B4SAY2_STYPI,0,Phosphoinositide 3-kinase regulatory subunit 4 OS=Stylophora pistillata GN=PIK3R4 PE=4 SV=1,gb|PFX26249.1|,0,phosphoinositide 3-kinase regulatory subunit 4-like isoform X2 [Stylophora pistillata],GO:0005776; GO:0005930; GO:0005829; GO:0043231; GO:0005770; GO:0016020; GO:0015630; GO:0005643; GO:0071561; GO:0030670; GO:0035032; GO:0034271; GO:0034272; GO:0016303; GO:0005524; GO:0004672; GO:0004674; GO:0030242; GO:0042149; GO:0045324; GO:0016236; GO:0006661; GO:0043552; GO:0006468; GO:0006623; GO:0032801; GO:0032465; GO:0034162,GO:0005524; GO:0004672
Cluster_1473,evm.TU.chromosome_9.1718,-0.2131224672,0.3810086428,0.8659803487,163,-21.1,2 21,609 632,21,76.19%,76.19%,sp|Q9DF60|MY88A_XENLA,2.23E-39,Myeloid differentiation primary response protein MyD88-A OS=Xenopus laevis GN=myd88-a PE=2 SV=1,tr|A0A2B4RPD9|A0A2B4RPD9_STYPI,1.50E-107,Myeloid differentiation primary response protein MyD88-A OS=Stylophora pistillata GN=myd88-a PE=4 SV=1,ref|XP_020632012.1|,2.30E-110,myeloid differentiation primary response protein MyD88-like [Orbicella faveolata],GO:0005737; GO:0070976; GO:0006954; GO:0045087; GO:0002755; GO:0043123,GO:0007165
Cluster_1192,evm.TU.chromosome_13.456,-0.1416749192,0.5628907559,0.9194193356,172,-24.69,2 21,684 705,19,73.68%,89.47%,sp|A5PJU6|HYKK_BOVIN,4.29E-46,Hydroxylysine kinase OS=Bos taurus GN=HYKK PE=2 SV=1,tr|A0A2B4SRP6|A0A2B4SRP6_STYPI,3.46E-150,Hydroxylysine kinase OS=Stylophora pistillata GN=HYKK PE=4 SV=1,ref|XP_020621316.1|,2.68E-169,"hydroxylysine kinase-like, partial [Orbicella faveolata]",GO:0005737; GO:0047992,GO:0016301
Cluster_1473,evm.TU.chromosome_10.308,-0.3121873268,0.1931827174,0.7721931307,166,-21.81,2 20,649 671,19,78.95%,84.21%,NA,NA,NA,tr|A0A2B4RFJ8|A0A2B4RFJ8_STYPI,1.58E-121,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene20171 PE=4 SV=1,ref|XP_020617000.1|,2.84E-140,uncharacterized protein LOC110054960 [Orbicella faveolata],NA,
Cluster_4646,evm.TU.chromosome_7.398,-0.2416312541,0.3189524985,0.8415918766,168,-20.45,2 21,28 49,19,73.68%,84.21%,NA,NA,NA,tr|C3ZUM2|C3ZUM2_BRAFL,7.44E-21,Uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_127392 PE=4 SV=1,gb|KXJ08538.1|,3.04E-31,hypothetical protein AC249_AIPGENE10758 [Exaiptasia pallida],NA,GO:0003676
Cluster_4831,evm.TU.chromosome_10.879,0.215266365,0.3761220049,0.8642185669,163,-25.14,2 21,673 697,22,72.73%,77.27%,sp|P04813|CTR2_CANLF,3.16E-29,Chymotrypsinogen 2 OS=Canis lupus familiaris GN=CTRB1 PE=2 SV=1,tr|A0A2B4RLI6|A0A2B4RLI6_STYPI,5.17E-81,Chymotrypsinogen B OS=Stylophora pistillata GN=AWC38_SpisGene18464 PE=4 SV=1,ref|XP_020608281.1|,1.29E-85,chymotrypsinogen A-like isoform X2 [Orbicella faveolata],GO:0005615; GO:0004252; GO:0007586,GO:0004252
Cluster_2073,evm.TU.chromosome_2.165_evm.TU.chromosome_2.166,-0.1027037472,0.6756602024,0.9455386251,162,-22.77,2 21,847 874,25,72.00%,76.00%,sp|P39428|TRAF1_MOUSE,3.62E-18,TNF receptor-associated factor 1 OS=Mus musculus GN=Traf1 PE=1 SV=2,tr|A0A2B4RJN3|A0A2B4RJN3_STYPI,4.22E-72,TNF receptor-associated factor 5 OS=Stylophora pistillata GN=Traf5 PE=4 SV=1,ref|XP_020619753.1|,3.93E-103,uncharacterized protein LOC110057502 [Orbicella faveolata],GO:0005737; GO:0042802; GO:0031996; GO:0005164; GO:0031625; GO:0008270; GO:0006915; GO:0051092; GO:2001236; GO:0007165,GO:0005164; GO:0043123
Cluster_2151,evm.TU.chromosome_12.115,-0.06538918699,0.7902707388,0.9681582117,170,-20.41,2 21,271 291,19,84.21%,84.21%,sp|B3EWZ2|USOM8_ACRMI,1.29E-06,Uncharacterized skeletal organic matrix protein 8 OS=Acropora millepora PE=1 SV=1,tr|A0A2B4RXS5|A0A2B4RXS5_STYPI,9.70E-110,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene13929 PE=4 SV=1,ref|XP_020603647.1|,1.07E-131,uncharacterized protein LOC110042622 [Orbicella faveolata],GO:0005576,
Cluster_4646,evm.TU.chromosome_8.1997,0.0264595712,0.9143742187,0.9883550999,159,-21.59,2 21,971 996,23,69.57%,73.91%,NA,NA,NA,tr|A7RUV3|A7RUV3_NEMVE,1.50E-60,Predicted protein OS=Nematostella vectensis GN=v1g202490 PE=4 SV=1,ref|XP_020619361.1|,5.13E-117,uncharacterized protein LOC110057126 [Orbicella faveolata],NA,GO:0008081; GO:0006629
Cluster_3406,evm.TU.chromosome_11.2280,-0.367931388,0.1211778554,0.7045247639,174,-27.27,2 21,676 700,22,81.82%,86.36%,sp|Q924Y0|BODG_MOUSE,1.73E-81,Gamma-butyrobetaine dioxygenase OS=Mus musculus GN=Bbox1 PE=1 SV=1,tr|A0A2B4SAH6|A0A2B4SAH6_STYPI,0,Gamma-butyrobetaine dioxygenase OS=Stylophora pistillata GN=BBOX1 PE=4 SV=1,ref|XP_020604163.1|,0,gamma-butyrobetaine dioxygenase-like [Orbicella faveolata],GO:0005739; GO:0008336; GO:0042802; GO:0005506; GO:0008270; GO:0045329,GO:0051213
Cluster_492,evm.TU.chromosome_14.6274,0.2981973073,0.2149679833,0.7869851395,161,-20.79,2 19,847 869,18,72.22%,88.89%,NA,NA,NA,NA,NA,NA,gb|KXJ18504.1|,5.19E-07,Dehydrogenase/reductase SDR family member 4 [Exaiptasia pallida],NA,NA
Cluster_1452,evm.TU.chromosome_3.1426,0.03486363592,0.8873229095,0.9844094394,156,-21.7,2 20,161 180,18,77.78%,77.78%,sp|P28288|ABCD3_HUMAN,0,ATP-binding cassette sub-family D member 3 OS=Homo sapiens GN=ABCD3 PE=1 SV=1,tr|A0A2B4RWC8|A0A2B4RWC8_STYPI,0,ATP-binding cassette sub-family D member 3 OS=Stylophora pistillata GN=ABCD3 PE=4 SV=1,gb|PFX20870.1|,0,ATP-binding cassette sub-family D member 3 [Stylophora pistillata],GO:0005829; GO:0016021; GO:0043231; GO:0016020; GO:0005743; GO:0005782; GO:0005778; GO:0005777; GO:0005524; GO:0016887; GO:0042626; GO:0005324; GO:0042803; GO:0043621; GO:0006635; GO:0006633; GO:0015910; GO:0007031; GO:0042493; GO:0014070; GO:0055085; GO:0042760,GO:0016021; GO:0005777; GO:0005524; GO:0042626; GO:0042803; GO:0015910
Cluster_247,evm.TU.chromosome_5.701,0.5959578316,0.007086655421,0.3188733696,175,-20.59,2 21,590 612,20,85.00%,85.00%,NA,NA,NA,tr|A0A2B4R2I3|A0A2B4R2I3_STYPI,0,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene23470 PE=4 SV=1,ref|XP_022810135.1|,0,uncharacterized protein LOC111347148 [Stylophora pistillata],NA,GO:0003677; GO:0004518; GO:0008270
Cluster_3044,evm.TU.chromosome_14.402,0.3562459495,0.1343819994,0.7196908908,162,-20.15,2 21,528 548,19,73.68%,84.21%,NA,NA,NA,tr|A0A2B4R2W4|A0A2B4R2W4_STYPI,7.11E-107,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene23314 PE=4 SV=1,gb|PFX12684.1|,1.10E-106,hypothetical protein AWC38_SpisGene23314 [Stylophora pistillata],NA,
Cluster_4425,evm.TU.chromosome_6.1943,0.2269101236,0.3502025019,0.8547230053,152,-20.18,2 21,363 384,19,63.16%,73.68%,sp|A5PN43|TM175_DANRE,1.32E-59,Endosomal/lysosomal potassium channel TMEM175 OS=Danio rerio GN=tmem175 PE=3 SV=1,tr|A0A2B4RWI0|A0A2B4RWI0_STYPI,0,Transmembrane protein 175 OS=Stylophora pistillata GN=tmem175 PE=4 SV=1,ref|XP_020618590.1|,0,endosomal/lysomomal potassium channel TMEM175-like [Orbicella faveolata],GO:0005768; GO:0010008; GO:0016021; GO:0005765; GO:0005764; GO:0005267; GO:0022841; GO:0090385; GO:0071805; GO:0035751,GO:0016021; GO:0005267
Cluster_1567,evm.TU.chromosome_6.1940,0.2279510676,0.3479367249,0.8538866485,188,-21.63,2 21,629 650,19,89.47%,94.74%,sp|A5PN43|TM175_DANRE,1.38E-58,Endosomal/lysosomal potassium channel TMEM175 OS=Danio rerio GN=tmem175 PE=3 SV=1,tr|A0A2B4RXL9|A0A2B4RXL9_STYPI,0,Transmembrane protein 175 OS=Stylophora pistillata GN=TMEM175 PE=4 SV=1,ref|XP_020618627.1|,0,endosomal/lysomomal potassium channel TMEM175-like [Orbicella faveolata],GO:0005768; GO:0010008; GO:0016021; GO:0005765; GO:0005764; GO:0005267; GO:0022841; GO:0090385; GO:0071805; GO:0035751,GO:0016021; GO:0005267
Cluster_9205,evm.TU.chromosome_14.2393,-0.2883770482,0.2311840463,0.7970264991,151,-20.02,2 20,286 307,18,61.11%,77.78%,NA,NA,NA,tr|A7SB43|A7SB43_NEMVE,7.66E-107,Predicted protein OS=Nematostella vectensis GN=v1g209560 PE=4 SV=1,gb|KXJ14739.1|,1.31E-136,hypothetical protein AC249_AIPGENE27887 [Exaiptasia pallida],NA,
Cluster_2003,evm.TU.chromosome_14.6772,-0.108840173,0.657377428,0.9417039506,146,-24.51,2 21,544 561,19,73.68%,73.68%,NA,NA,NA,tr|A0A2B4SNT7|A0A2B4SNT7_STYPI,1.95E-150,Collagen alpha-4(VI) chain OS=Stylophora pistillata GN=Col6a4 PE=4 SV=1,ref|XP_020623168.1|,0,uncharacterized protein LOC110060713 [Orbicella faveolata],NA,GO:0005581
Cluster_2003,evm.TU.chromosome_5.1255,-0.1476533995,0.5463530287,0.9151305457,160,-25.79,2 21,937 958,19,63.16%,84.21%,NA,NA,NA,tr|A0A2B4R7H4|A0A2B4R7H4_STYPI,3.25E-102,Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene23758 PE=4 SV=1,gb|KXJ09506.1|,3.86E-111,hypothetical protein AC249_AIPGENE17821 [Exaiptasia pallida],NA,GO:0003676
Cluster_1452,evm.TU.chromosome_8.276,-0.1245555383,0.6114166387,0.9312633601,162,-23.54,2 20,792 814,19,78.95%,78.95%,sp|P41413|PCSK5_RAT,6.56E-139,Proprotein convertase subtilisin/kexin type 5 OS=Rattus norvegicus GN=Pcsk5 PE=2 SV=3,tr|A0A2B4RZJ6|A0A2B4RZJ6_STYPI,6.49E-157,Proprotein convertase subtilisin/kexin type 4 OS=Stylophora pistillata GN=PCSK4 PE=4 SV=1,ref|XP_022791519.1|,0,LOW QUALITY PROTEIN: proprotein convertase subtilisin/kexin type 6-like [Stylophora pistillata],GO:0005615; GO:0005794; GO:0005797; GO:0016021; GO:0043204; GO:0005886; GO:1990635; GO:0030141; GO:0005802; GO:0004175; GO:0008233; GO:0042277; GO:0004252; GO:0009952; GO:0003279; GO:0036120; GO:0060976; GO:0042089; GO:0007368; GO:0007566; GO:0048566; GO:0048706; GO:0007507; GO:0001822; GO:0035108; GO:0043043; GO:0016486; GO:0033625; GO:2001046; GO:1905609; GO:1904754; GO:0016485; GO:0002001; GO:0030323; GO:0034698; GO:0034699; GO:0006465; GO:1990874; GO:0019058,GO:0016021; GO:0004252
