gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,mirna,Target,Score,Energy_kcal_mol,Query_start_end,Subject_start_end,Length,Query_Identity,Subject_Identity,prop.sig.genes,Species
LOC114975358,GO:0005737,cytoplasm,11097,30,42.9,1.10E-09,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.00270343336,Acropora pulchra
LOC114975358,GO:0005886,plasma membrane,5101,21,19.72,4.80E-13,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.004116839835,Acropora pulchra
LOC114975358,GO:0016020,membrane,8148,29,31.5,6.90E-05,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.003559155621,Acropora pulchra
LOC114975358,GO:0016324,apical plasma membrane,377,4,1.46,4.00E-07,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.01061007958,Acropora pulchra
LOC114975358,GO:0031982,vesicle,2361,8,9.13,8.60E-06,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.003388394748,Acropora pulchra
LOC114975358,GO:0005737,cytoplasm,11097,30,42.9,1.10E-09,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.00270343336,Acropora pulchra
LOC114975358,GO:0005886,plasma membrane,5101,21,19.72,4.80E-13,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.004116839835,Acropora pulchra
LOC114975358,GO:0016020,membrane,8148,29,31.5,6.90E-05,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.003559155621,Acropora pulchra
LOC114975358,GO:0016324,apical plasma membrane,377,4,1.46,4.00E-07,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.01061007958,Acropora pulchra
LOC114975358,GO:0031982,vesicle,2361,8,9.13,8.60E-06,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.003388394748,Acropora pulchra
LOC114975358,GO:0005737,cytoplasm,11097,30,42.9,1.10E-09,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.00270343336,Acropora pulchra
LOC114975358,GO:0005886,plasma membrane,5101,21,19.72,4.80E-13,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.004116839835,Acropora pulchra
LOC114975358,GO:0016020,membrane,8148,29,31.5,6.90E-05,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.003559155621,Acropora pulchra
LOC114975358,GO:0016324,apical plasma membrane,377,4,1.46,4.00E-07,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.01061007958,Acropora pulchra
LOC114975358,GO:0031982,vesicle,2361,8,9.13,8.60E-06,Cellular Components,mir-100,ID=gene-LOC114975358;Dbxref=GeneID:114975358;Name=LOC114975358;gbkey=Gene;gene=LOC114975358;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.003388394748,Acropora pulchra
LOC114975372,GO:0005634,nucleus,5878,18,22.72,1.80E-09,Cellular Components,mir-100,ID=gene-LOC114975372;Dbxref=GeneID:114975372;Name=LOC114975372;gbkey=Gene;gene=LOC114975372;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.003062266077,Acropora pulchra
LOC114975372,GO:0005654,nucleoplasm,2145,8,8.29,1.10E-07,Cellular Components,mir-100,ID=gene-LOC114975372;Dbxref=GeneID:114975372;Name=LOC114975372;gbkey=Gene;gene=LOC114975372;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.00372960373,Acropora pulchra
LOC114975372,GO:0005737,cytoplasm,11097,30,42.9,1.10E-09,Cellular Components,mir-100,ID=gene-LOC114975372;Dbxref=GeneID:114975372;Name=LOC114975372;gbkey=Gene;gene=LOC114975372;gene_biotype=protein_coding::NW_025322786.1:274477-275372,150,-22.19,2 19,11 33,21,76.19%,76.19%,0.00270343336,Acropora pulchra
LOC114977707,GO:0005737,cytoplasm,11097,30,42.9,1.10E-09,Cellular Components,mir-100,ID=gene-LOC114977707;Dbxref=GeneID:114977707;Name=LOC114977707;gbkey=Gene;gene=LOC114977707;gene_biotype=protein_coding::NC_058077.1:11784400-11785400,146,-20.66,2 16,214 235,16,75.00%,75.00%,0.00270343336,Acropora pulchra
LOC114977744,GO:0005886,plasma membrane,5101,21,19.72,4.80E-13,Cellular Components,mir-100,ID=gene-LOC114977744;Dbxref=GeneID:114977744;Name=LOC114977744;gbkey=Gene;gene=LOC114977744;gene_biotype=protein_coding::NC_058066.1:15554413-15555413,157,-23.22,2 16,409 427,14,85.71%,92.86%,0.004116839835,Acropora pulchra
LOC114977744,GO:0005912,adherens junction,166,2,0.64,0.00031,Cellular Components,mir-100,ID=gene-LOC114977744;Dbxref=GeneID:114977744;Name=LOC114977744;gbkey=Gene;gene=LOC114977744;gene_biotype=protein_coding::NC_058066.1:15554413-15555413,157,-23.22,2 16,409 427,14,85.71%,92.86%,0.01204819277,Acropora pulchra
LOC114977744,GO:0016324,apical plasma membrane,377,4,1.46,4.00E-07,Cellular Components,mir-100,ID=gene-LOC114977744;Dbxref=GeneID:114977744;Name=LOC114977744;gbkey=Gene;gene=LOC114977744;gene_biotype=protein_coding::NC_058066.1:15554413-15555413,157,-23.22,2 16,409 427,14,85.71%,92.86%,0.01061007958,Acropora pulchra
LOC114977744,GO:0043296,apical junction complex,117,3,0.45,0.00104,Cellular Components,mir-100,ID=gene-LOC114977744;Dbxref=GeneID:114977744;Name=LOC114977744;gbkey=Gene;gene=LOC114977744;gene_biotype=protein_coding::NC_058066.1:15554413-15555413,157,-23.22,2 16,409 427,14,85.71%,92.86%,0.02564102564,Acropora pulchra
LOC114977752,GO:0016020,membrane,8148,29,31.5,6.90E-05,Cellular Components,mir-100,ID=gene-LOC114977752;Dbxref=GeneID:114977752;Name=LOC114977752;gbkey=Gene;gene=LOC114977752;gene_biotype=protein_coding::NW_025323118.1:213907-214907,155,-20.68,2 16,210 229,14,78.57%,85.71%,0.003559155621,Acropora pulchra
LOC114977744,GO:0005886,plasma membrane,5101,21,19.72,4.80E-13,Cellular Components,mir-100,ID=gene-LOC114977744;Dbxref=GeneID:114977744;Name=LOC114977744;gbkey=Gene;gene=LOC114977744;gene_biotype=protein_coding::NC_058066.1:15554413-15555413,157,-23.22,2 16,409 427,14,85.71%,92.86%,0.004116839835,Acropora pulchra
LOC114977744,GO:0005912,adherens junction,166,2,0.64,0.00031,Cellular Components,mir-100,ID=gene-LOC114977744;Dbxref=GeneID:114977744;Name=LOC114977744;gbkey=Gene;gene=LOC114977744;gene_biotype=protein_coding::NC_058066.1:15554413-15555413,157,-23.22,2 16,409 427,14,85.71%,92.86%,0.01204819277,Acropora pulchra
LOC114977744,GO:0016324,apical plasma membrane,377,4,1.46,4.00E-07,Cellular Components,mir-100,ID=gene-LOC114977744;Dbxref=GeneID:114977744;Name=LOC114977744;gbkey=Gene;gene=LOC114977744;gene_biotype=protein_coding::NC_058066.1:15554413-15555413,157,-23.22,2 16,409 427,14,85.71%,92.86%,0.01061007958,Acropora pulchra
LOC114977744,GO:0043296,apical junction complex,117,3,0.45,0.00104,Cellular Components,mir-100,ID=gene-LOC114977744;Dbxref=GeneID:114977744;Name=LOC114977744;gbkey=Gene;gene=LOC114977744;gene_biotype=protein_coding::NC_058066.1:15554413-15555413,157,-23.22,2 16,409 427,14,85.71%,92.86%,0.02564102564,Acropora pulchra
LOC122947920,GO:0005886,plasma membrane,5101,21,19.72,4.80E-13,Cellular Components,mir-100,ID=gene-LOC122947920;Dbxref=GeneID:122947920;Name=LOC122947920;gbkey=Gene;gene=LOC122947920;gene_biotype=protein_coding::NC_058078.1:22124297-22125297,149,-21.31,2 14,881 900,12,83.33%,83.33%,0.004116839835,Acropora pulchra
LOC114973270,GO:0005886,plasma membrane,5101,21,19.72,4.80E-13,Cellular Components,mir-100,ID=gene-LOC114973270;Dbxref=GeneID:114973270;Name=LOC114973270;gbkey=Gene;gene=LOC114973270;gene_biotype=protein_coding::NW_025322616.1:289153-290153,144,-21.21,2 13,231 250,11,81.82%,81.82%,0.004116839835,Acropora pulchra
LOC114947897,GO:0005576,extracellular region,2551,9,9.86,0.00047,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003528028224,Acropora pulchra
LOC114947897,GO:0005634,nucleus,5878,18,22.72,1.80E-09,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003062266077,Acropora pulchra
LOC114947897,GO:0005654,nucleoplasm,2145,8,8.29,1.10E-07,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.00372960373,Acropora pulchra
LOC114947897,GO:0005737,cytoplasm,11097,30,42.9,1.10E-09,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.00270343336,Acropora pulchra
LOC114947897,GO:0005829,cytosol,3317,12,12.82,1.20E-13,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003617726862,Acropora pulchra
LOC114947897,GO:0016020,membrane,8148,29,31.5,6.90E-05,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003559155621,Acropora pulchra
LOC114947897,GO:0005576,extracellular region,2551,9,9.86,0.00047,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003528028224,Acropora pulchra
LOC114947897,GO:0005634,nucleus,5878,18,22.72,1.80E-09,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003062266077,Acropora pulchra
LOC114947897,GO:0005654,nucleoplasm,2145,8,8.29,1.10E-07,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.00372960373,Acropora pulchra
LOC114947897,GO:0005737,cytoplasm,11097,30,42.9,1.10E-09,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.00270343336,Acropora pulchra
LOC114947897,GO:0005829,cytosol,3317,12,12.82,1.20E-13,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003617726862,Acropora pulchra
LOC114947897,GO:0016020,membrane,8148,29,31.5,6.90E-05,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003559155621,Acropora pulchra
LOC114947897,GO:0005576,extracellular region,2551,9,9.86,0.00047,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003528028224,Acropora pulchra
LOC114947897,GO:0005634,nucleus,5878,18,22.72,1.80E-09,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003062266077,Acropora pulchra
LOC114947897,GO:0005654,nucleoplasm,2145,8,8.29,1.10E-07,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.00372960373,Acropora pulchra
LOC114947897,GO:0005737,cytoplasm,11097,30,42.9,1.10E-09,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.00270343336,Acropora pulchra
LOC114947897,GO:0005829,cytosol,3317,12,12.82,1.20E-13,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003617726862,Acropora pulchra
LOC114947897,GO:0016020,membrane,8148,29,31.5,6.90E-05,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003559155621,Acropora pulchra
LOC114947897,GO:0005576,extracellular region,2551,9,9.86,0.00047,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003528028224,Acropora pulchra
LOC114947897,GO:0005634,nucleus,5878,18,22.72,1.80E-09,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003062266077,Acropora pulchra
LOC114947897,GO:0005654,nucleoplasm,2145,8,8.29,1.10E-07,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.00372960373,Acropora pulchra
LOC114947897,GO:0005737,cytoplasm,11097,30,42.9,1.10E-09,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.00270343336,Acropora pulchra
LOC114947897,GO:0005829,cytosol,3317,12,12.82,1.20E-13,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003617726862,Acropora pulchra
LOC114947897,GO:0016020,membrane,8148,29,31.5,6.90E-05,Cellular Components,mir-100,ID=gene-LOC114947897;Dbxref=GeneID:114947897;Name=LOC114947897;gbkey=Gene;gene=LOC114947897;gene_biotype=protein_coding::NW_025322616.1:1241399-1242399,157,-23.4,2 16,189 207,14,85.71%,92.86%,0.003559155621,Acropora pulchra
LOC122949043,GO:0005829,cytosol,3317,12,12.82,1.20E-13,Cellular Components,mir-100,ID=gene-LOC122949043;Dbxref=GeneID:122949043;Name=LOC122949043;gbkey=Gene;gene=LOC122949043;gene_biotype=protein_coding::NW_025322617.1:1881684-1882684,168,-28.93,2 18,514 534,17,88.24%,88.24%,0.003617726862,Acropora pulchra
LOC122950375,GO:0005654,nucleoplasm,2145,8,8.29,1.10E-07,Cellular Components,mir-100,ID=gene-LOC122950375;Dbxref=GeneID:122950375;Name=LOC122950375;gbkey=Gene;gene=LOC122950375;gene_biotype=protein_coding::NW_025322635.1:865006-866006,157,-23.19,2 16,635 653,14,85.71%,92.86%,0.00372960373,Acropora pulchra
LOC122950375,GO:0005730,nucleolus,831,3,3.21,0.00539,Cellular Components,mir-100,ID=gene-LOC122950375;Dbxref=GeneID:122950375;Name=LOC122950375;gbkey=Gene;gene=LOC122950375;gene_biotype=protein_coding::NW_025322635.1:865006-866006,157,-23.19,2 16,635 653,14,85.71%,92.86%,0.003610108303,Acropora pulchra
LOC122950375,GO:0005737,cytoplasm,11097,30,42.9,1.10E-09,Cellular Components,mir-100,ID=gene-LOC122950375;Dbxref=GeneID:122950375;Name=LOC122950375;gbkey=Gene;gene=LOC122950375;gene_biotype=protein_coding::NW_025322635.1:865006-866006,157,-23.19,2 16,635 653,14,85.71%,92.86%,0.00270343336,Acropora pulchra
LOC122950375,GO:0005829,cytosol,3317,12,12.82,1.20E-13,Cellular Components,mir-100,ID=gene-LOC122950375;Dbxref=GeneID:122950375;Name=LOC122950375;gbkey=Gene;gene=LOC122950375;gene_biotype=protein_coding::NW_025322635.1:865006-866006,157,-23.19,2 16,635 653,14,85.71%,92.86%,0.003617726862,Acropora pulchra
LOC122950375,GO:0005886,plasma membrane,5101,21,19.72,4.80E-13,Cellular Components,mir-100,ID=gene-LOC122950375;Dbxref=GeneID:122950375;Name=LOC122950375;gbkey=Gene;gene=LOC122950375;gene_biotype=protein_coding::NW_025322635.1:865006-866006,157,-23.19,2 16,635 653,14,85.71%,92.86%,0.004116839835,Acropora pulchra
LOC122950375,GO:0005654,nucleoplasm,2145,8,8.29,1.10E-07,Cellular Components,mir-100,ID=gene-LOC122950375;Dbxref=GeneID:122950375;Name=LOC122950375;gbkey=Gene;gene=LOC122950375;gene_biotype=protein_coding::NW_025322635.1:865006-866006,157,-23.19,2 16,635 653,14,85.71%,92.86%,0.00372960373,Acropora pulchra
LOC122950375,GO:0005730,nucleolus,831,3,3.21,0.00539,Cellular Components,mir-100,ID=gene-LOC122950375;Dbxref=GeneID:122950375;Name=LOC122950375;gbkey=Gene;gene=LOC122950375;gene_biotype=protein_coding::NW_025322635.1:865006-866006,157,-23.19,2 16,635 653,14,85.71%,92.86%,0.003610108303,Acropora pulchra
LOC122950375,GO:0005737,cytoplasm,11097,30,42.9,1.10E-09,Cellular Components,mir-100,ID=gene-LOC122950375;Dbxref=GeneID:122950375;Name=LOC122950375;gbkey=Gene;gene=LOC122950375;gene_biotype=protein_coding::NW_025322635.1:865006-866006,157,-23.19,2 16,635 653,14,85.71%,92.86%,0.00270343336,Acropora pulchra
LOC122950375,GO:0005829,cytosol,3317,12,12.82,1.20E-13,Cellular Components,mir-100,ID=gene-LOC122950375;Dbxref=GeneID:122950375;Name=LOC122950375;gbkey=Gene;gene=LOC122950375;gene_biotype=protein_coding::NW_025322635.1:865006-866006,157,-23.19,2 16,635 653,14,85.71%,92.86%,0.003617726862,Acropora pulchra
LOC122950375,GO:0005886,plasma membrane,5101,21,19.72,4.80E-13,Cellular Components,mir-100,ID=gene-LOC122950375;Dbxref=GeneID:122950375;Name=LOC122950375;gbkey=Gene;gene=LOC122950375;gene_biotype=protein_coding::NW_025322635.1:865006-866006,157,-23.19,2 16,635 653,14,85.71%,92.86%,0.004116839835,Acropora pulchra
LOC114951805,GO:0005886,plasma membrane,5101,21,19.72,4.80E-13,Cellular Components,mir-100,ID=gene-LOC114951805;Dbxref=GeneID:114951805;Name=LOC114951805;gbkey=Gene;gene=LOC114951805;gene_biotype=protein_coding::NW_025322640.1:808091-809091,146,-22.26,2 18,873 895,19,73.68%,78.95%,0.004116839835,Acropora pulchra
LOC114954171,GO:0005634,nucleus,5878,18,22.72,1.80E-09,Cellular Components,mir-100,ID=gene-LOC114954171;Dbxref=GeneID:114954171;Name=LOC114954171;gbkey=Gene;gene=LOC114954171;gene_biotype=protein_coding::NW_025322655.1:114934-115934,152,-25.71,2 18,116 136,17,76.47%,76.47%,0.003062266077,Acropora pulchra
LOC122947056,GO:0005829,cytosol,3317,12,12.82,1.20E-13,Cellular Components,mir-100,ID=gene-LOC122947056;Dbxref=GeneID:122947056;Name=LOC122947056;gbkey=Gene;gene=LOC122947056;gene_biotype=protein_coding::NW_025322765.1:858556-859556,157,-23.22,2 16,132 150,14,85.71%,92.86%,0.003617726862,Acropora pulchra
