gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,mirna,Target,Score,Energy_kcal_mol,Query_start_end,Subject_start_end,Length,Query_Identity,Subject_Identity,prop.sig.genes,Species
LOC122947654,GO:0006091,generation of precursor metabolites and energy,323,31,30.12,0.00135,Biological Processes,apul-mir-novel-15,ID=gene-LOC122947654;Dbxref=GeneID:122947654;Name=LOC122947654;gbkey=Gene;gene=LOC122947654;gene_biotype=protein_coding::NC_058078.1:14366473-14367473,159,-21.14,2 20,111 130,18,83.33%,83.33%,0.0959752322,Acropora pulchra
LOC122947654,GO:0006091,generation of precursor metabolites and energy,323,31,30.12,0.00135,Biological Processes,apul-mir-novel-22,ID=gene-LOC122947654;Dbxref=GeneID:122947654;Name=LOC122947654;gbkey=Gene;gene=LOC122947654;gene_biotype=protein_coding::NC_058078.1:14366473-14367473,155,-21.29,2 20,267 286,18,77.78%,83.33%,0.0959752322,Acropora pulchra
LOC122947654,GO:0008218,bioluminescence,38,8,3.54,0.002,Biological Processes,apul-mir-novel-15,ID=gene-LOC122947654;Dbxref=GeneID:122947654;Name=LOC122947654;gbkey=Gene;gene=LOC122947654;gene_biotype=protein_coding::NC_058078.1:14366473-14367473,159,-21.14,2 20,111 130,18,83.33%,83.33%,0.2105263158,Acropora pulchra
LOC122947654,GO:0008218,bioluminescence,38,8,3.54,0.002,Biological Processes,apul-mir-novel-22,ID=gene-LOC122947654;Dbxref=GeneID:122947654;Name=LOC122947654;gbkey=Gene;gene=LOC122947654;gene_biotype=protein_coding::NC_058078.1:14366473-14367473,155,-21.29,2 20,267 286,18,77.78%,83.33%,0.2105263158,Acropora pulchra
LOC122947654,GO:0006091,generation of precursor metabolites and energy,323,31,30.12,0.00135,Biological Processes,apul-mir-novel-15,ID=gene-LOC122947654;Dbxref=GeneID:122947654;Name=LOC122947654;gbkey=Gene;gene=LOC122947654;gene_biotype=protein_coding::NC_058078.1:14366473-14367473,159,-21.14,2 20,111 130,18,83.33%,83.33%,0.0959752322,Acropora pulchra
LOC122947654,GO:0006091,generation of precursor metabolites and energy,323,31,30.12,0.00135,Biological Processes,apul-mir-novel-22,ID=gene-LOC122947654;Dbxref=GeneID:122947654;Name=LOC122947654;gbkey=Gene;gene=LOC122947654;gene_biotype=protein_coding::NC_058078.1:14366473-14367473,155,-21.29,2 20,267 286,18,77.78%,83.33%,0.0959752322,Acropora pulchra
LOC122947654,GO:0008218,bioluminescence,38,8,3.54,0.002,Biological Processes,apul-mir-novel-15,ID=gene-LOC122947654;Dbxref=GeneID:122947654;Name=LOC122947654;gbkey=Gene;gene=LOC122947654;gene_biotype=protein_coding::NC_058078.1:14366473-14367473,159,-21.14,2 20,111 130,18,83.33%,83.33%,0.2105263158,Acropora pulchra
LOC122947654,GO:0008218,bioluminescence,38,8,3.54,0.002,Biological Processes,apul-mir-novel-22,ID=gene-LOC122947654;Dbxref=GeneID:122947654;Name=LOC122947654;gbkey=Gene;gene=LOC122947654;gene_biotype=protein_coding::NC_058078.1:14366473-14367473,155,-21.29,2 20,267 286,18,77.78%,83.33%,0.2105263158,Acropora pulchra
LOC122947159,GO:0006091,generation of precursor metabolites and energy,323,31,30.12,0.00135,Biological Processes,apul-mir-novel-19,ID=gene-LOC122947159;Dbxref=GeneID:122947159;Name=LOC122947159;gbkey=Gene;gene=LOC122947159;gene_biotype=protein_coding::NC_058078.1:14222616-14223616,152,-21.91,2 13,32 54,11,90.91%,90.91%,0.0959752322,Acropora pulchra
LOC122947159,GO:0008218,bioluminescence,38,8,3.54,0.002,Biological Processes,apul-mir-novel-19,ID=gene-LOC122947159;Dbxref=GeneID:122947159;Name=LOC122947159;gbkey=Gene;gene=LOC122947159;gene_biotype=protein_coding::NC_058078.1:14222616-14223616,152,-21.91,2 13,32 54,11,90.91%,90.91%,0.2105263158,Acropora pulchra
LOC114968953,GO:0006091,generation of precursor metabolites and energy,323,31,30.12,0.00135,Biological Processes,apul-mir-novel-15,ID=gene-LOC114968953;Dbxref=GeneID:114968953;Name=LOC114968953;gbkey=Gene;gene=LOC114968953;gene_biotype=protein_coding::NC_058078.1:14375744-14376744,159,-21.14,2 20,104 123,18,83.33%,83.33%,0.0959752322,Acropora pulchra
LOC114968953,GO:0006091,generation of precursor metabolites and energy,323,31,30.12,0.00135,Biological Processes,apul-mir-novel-22,ID=gene-LOC114968953;Dbxref=GeneID:114968953;Name=LOC114968953;gbkey=Gene;gene=LOC114968953;gene_biotype=protein_coding::NC_058078.1:14375744-14376744,155,-21.29,2 20,260 279,18,77.78%,83.33%,0.0959752322,Acropora pulchra
LOC114968953,GO:0008218,bioluminescence,38,8,3.54,0.002,Biological Processes,apul-mir-novel-15,ID=gene-LOC114968953;Dbxref=GeneID:114968953;Name=LOC114968953;gbkey=Gene;gene=LOC114968953;gene_biotype=protein_coding::NC_058078.1:14375744-14376744,159,-21.14,2 20,104 123,18,83.33%,83.33%,0.2105263158,Acropora pulchra
LOC114968953,GO:0008218,bioluminescence,38,8,3.54,0.002,Biological Processes,apul-mir-novel-22,ID=gene-LOC114968953;Dbxref=GeneID:114968953;Name=LOC114968953;gbkey=Gene;gene=LOC114968953;gene_biotype=protein_coding::NC_058078.1:14375744-14376744,155,-21.29,2 20,260 279,18,77.78%,83.33%,0.2105263158,Acropora pulchra
LOC114971317,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-10,ID=gene-LOC114971317;Dbxref=GeneID:114971317;Name=LOC114971317;gbkey=Gene;gene=LOC114971317;gene_biotype=protein_coding::NC_058078.1:5852534-5853534,149,-21.44,2 19,777 800,19,68.42%,73.68%,0.1120567376,Acropora pulchra
LOC114973781,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-9,ID=gene-LOC114973781;Dbxref=GeneID:114973781;Name=LOC114973781;gbkey=Gene;gene=LOC114973781;gene_biotype=protein_coding::NC_058066.1:35705765-35706765,171,-30.52,2 22,177 198,20,75.00%,90.00%,0.1460176991,Acropora pulchra
LOC114973781,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-9,ID=gene-LOC114973781;Dbxref=GeneID:114973781;Name=LOC114973781;gbkey=Gene;gene=LOC114973781;gene_biotype=protein_coding::NC_058066.1:35705765-35706765,171,-30.52,2 22,177 198,20,75.00%,90.00%,0.1460176991,Acropora pulchra
LOC122947344,GO:0007156,homophilic cell adhesion via plasma membrane adhesi...,320,38,29.84,0.00017,Biological Processes,apul-mir-novel-13,ID=gene-LOC122947344;Dbxref=GeneID:122947344;Name=LOC122947344;gbkey=Gene;gene=LOC122947344;gene_biotype=protein_coding::NW_025322616.1:1825652-1826652,160,-21.55,2 21,206 227,19,68.42%,78.95%,0.11875,Acropora pulchra
LOC122947344,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-13,ID=gene-LOC122947344;Dbxref=GeneID:122947344;Name=LOC122947344;gbkey=Gene;gene=LOC122947344;gene_biotype=protein_coding::NW_025322616.1:1825652-1826652,160,-21.55,2 21,206 227,19,68.42%,78.95%,0.1120567376,Acropora pulchra
LOC114967798,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-9425,ID=gene-LOC114967798;Dbxref=GeneID:114967798;Name=LOC114967798;gbkey=Gene;gene=LOC114967798;gene_biotype=protein_coding::NW_025322617.1:2031449-2032449,158,-20.66,2 22,878 899,20,75.00%,75.00%,0.1460176991,Acropora pulchra
LOC122949247,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-21,ID=gene-LOC122949247;Dbxref=GeneID:122949247;Name=LOC122949247;gbkey=Gene;gene=LOC122949247;gene_biotype=protein_coding::NW_025322619.1:826684-827684,160,-20.64,2 21,454 475,19,63.16%,84.21%,0.1460176991,Acropora pulchra
LOC122949247,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-5,ID=gene-LOC122949247;Dbxref=GeneID:122949247;Name=LOC122949247;gbkey=Gene;gene=LOC122949247;gene_biotype=protein_coding::NW_025322619.1:826684-827684,166,-20.55,2 20,503 527,19,73.68%,89.47%,0.1460176991,Acropora pulchra
LOC122949272,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-5,ID=gene-LOC122949272;Dbxref=GeneID:122949272;Name=LOC122949272;gbkey=Gene;gene=LOC122949272;gene_biotype=protein_coding::NW_025322619.1:781581-782581,160,-21.65,2 22,558 584,23,65.22%,78.26%,0.1460176991,Acropora pulchra
LOC122949273,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-5,ID=gene-LOC122949273;Dbxref=GeneID:122949273;Name=LOC122949273;gbkey=Gene;gene=LOC122949273;gene_biotype=protein_coding::NW_025322619.1:791243-792243,160,-21.65,2 22,558 584,23,65.22%,78.26%,0.1460176991,Acropora pulchra
LOC114956933,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-23,ID=gene-LOC114956933;Dbxref=GeneID:114956933;Name=LOC114956933;gbkey=Gene;gene=LOC114956933;gene_biotype=protein_coding::NW_025322636.1:244206-245206,153,-22,2 20,378 398,18,66.67%,83.33%,0.1120567376,Acropora pulchra
LOC114951805,GO:0007156,homophilic cell adhesion via plasma membrane adhesi...,320,38,29.84,0.00017,Biological Processes,apul-mir-100,ID=gene-LOC114951805;Dbxref=GeneID:114951805;Name=LOC114951805;gbkey=Gene;gene=LOC114951805;gene_biotype=protein_coding::NW_025322640.1:808091-809091,146,-22.26,2 18,873 895,19,73.68%,78.95%,0.11875,Acropora pulchra
LOC114951805,GO:0007156,homophilic cell adhesion via plasma membrane adhesi...,320,38,29.84,0.00017,Biological Processes,apul-mir-novel-9,ID=gene-LOC114951805;Dbxref=GeneID:114951805;Name=LOC114951805;gbkey=Gene;gene=LOC114951805;gene_biotype=protein_coding::NW_025322640.1:808091-809091,159,-22.67,2 21,334 358,21,66.67%,80.95%,0.11875,Acropora pulchra
LOC114962653,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-9,ID=gene-LOC114962653;Dbxref=GeneID:114962653;Name=LOC114962653;gbkey=Gene;gene=LOC114962653;gene_biotype=protein_coding::NC_058067.1:387073-388073,172,-20.53,2 17,855 877,15,86.67%,100.00%,0.1460176991,Acropora pulchra
LOC114972204,GO:0006091,generation of precursor metabolites and energy,323,31,30.12,0.00135,Biological Processes,apul-mir-2036,ID=gene-LOC114972204;Dbxref=GeneID:114972204;Name=LOC114972204;gbkey=Gene;gene=LOC114972204;gene_biotype=protein_coding::NW_025322679.1:31203-32203,153,-21.71,2 23,774 801,25,64.00%,68.00%,0.0959752322,Acropora pulchra
LOC114964530,GO:0007156,homophilic cell adhesion via plasma membrane adhesi...,320,38,29.84,0.00017,Biological Processes,apul-mir-2025,"ID=gene-LOC114964530;Dbxref=GeneID:114964530;Name=LOC114964530;end_range=251875,.;gbkey=Gene;gene=LOC114964530;gene_biotype=protein_coding;partial=true::NW_025322680.1:235015-236015",160,-20.51,2 22,114 139,23,69.57%,73.91%,0.11875,Acropora pulchra
LOC114975746,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-3,ID=gene-LOC114975746;Dbxref=GeneID:114975746;Name=LOC114975746;gbkey=Gene;gene=LOC114975746;gene_biotype=protein_coding::NW_025322766.1:577031-578031,174,-20.34,2 21,146 166,19,84.21%,89.47%,0.1460176991,Acropora pulchra
LOC122947330,GO:0007156,homophilic cell adhesion via plasma membrane adhesi...,320,38,29.84,0.00017,Biological Processes,apul-mir-novel-5,ID=gene-LOC122947330;Dbxref=GeneID:122947330;Name=LOC122947330;gbkey=Gene;gene=LOC122947330;gene_biotype=protein_coding::NW_025322771.1:353000-353563,173,-23.99,2 23,483 507,22,68.18%,90.91%,0.11875,Acropora pulchra
LOC122947330,GO:0007156,homophilic cell adhesion via plasma membrane adhesi...,320,38,29.84,0.00017,Biological Processes,apul-mir-novel-5,ID=gene-LOC122947330;Dbxref=GeneID:122947330;Name=LOC122947330;gbkey=Gene;gene=LOC122947330;gene_biotype=protein_coding::NW_025322771.1:353000-353563,173,-23.99,2 23,483 507,22,68.18%,90.91%,0.11875,Acropora pulchra
LOC122947330,GO:0007156,homophilic cell adhesion via plasma membrane adhesi...,320,38,29.84,0.00017,Biological Processes,apul-mir-novel-5,ID=gene-LOC122947330;Dbxref=GeneID:122947330;Name=LOC122947330;gbkey=Gene;gene=LOC122947330;gene_biotype=protein_coding::NW_025322771.1:353000-353563,173,-23.99,2 23,483 507,22,68.18%,90.91%,0.11875,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",177,-25.76,2 18,44 65,16,93.75%,93.75%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",177,-25.76,2 18,702 723,16,93.75%,93.75%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",177,-25.76,2 18,876 897,16,93.75%,93.75%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",184,-29.25,2 21,131 152,19,89.47%,89.47%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",184,-29.25,2 21,615 636,19,89.47%,89.47%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",184,-29.25,2 21,789 810,19,89.47%,89.47%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",184,-29.25,2 21,963 984,19,89.47%,89.47%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8b,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",177,-25.76,2 18,44 65,16,93.75%,93.75%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8b,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",177,-25.76,2 18,702 723,16,93.75%,93.75%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8b,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",177,-25.76,2 18,876 897,16,93.75%,93.75%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8b,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",184,-29.25,2 21,131 152,19,89.47%,89.47%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8b,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",184,-29.25,2 21,615 636,19,89.47%,89.47%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8b,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",184,-29.25,2 21,789 810,19,89.47%,89.47%,0.1120567376,Acropora pulchra
LOC122953683,GO:0009617,response to bacterium,705,79,65.74,0.00017,Biological Processes,apul-mir-novel-8b,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",184,-29.25,2 21,963 984,19,89.47%,89.47%,0.1120567376,Acropora pulchra
LOC122953683,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",177,-25.76,2 18,44 65,16,93.75%,93.75%,0.1460176991,Acropora pulchra
LOC122953683,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",177,-25.76,2 18,702 723,16,93.75%,93.75%,0.1460176991,Acropora pulchra
LOC122953683,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",177,-25.76,2 18,876 897,16,93.75%,93.75%,0.1460176991,Acropora pulchra
LOC122953683,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",184,-29.25,2 21,131 152,19,89.47%,89.47%,0.1460176991,Acropora pulchra
LOC122953683,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",184,-29.25,2 21,615 636,19,89.47%,89.47%,0.1460176991,Acropora pulchra
LOC122953683,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",184,-29.25,2 21,789 810,19,89.47%,89.47%,0.1460176991,Acropora pulchra
LOC122953683,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-8a,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",184,-29.25,2 21,963 984,19,89.47%,89.47%,0.1460176991,Acropora pulchra
LOC122953683,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-8b,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",177,-25.76,2 18,44 65,16,93.75%,93.75%,0.1460176991,Acropora pulchra
LOC122953683,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-8b,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",177,-25.76,2 18,702 723,16,93.75%,93.75%,0.1460176991,Acropora pulchra
LOC122953683,GO:0051607,defense response to virus,226,33,21.07,0.00018,Biological Processes,apul-mir-novel-8b,"ID=gene-LOC122953683;Dbxref=GeneID:122953683;Name=LOC122953683;end_range=215922,.;gbkey=Gene;gene=LOC122953683;gene_biotype=protein_coding;partial=true::NW_025322790.1:215922-216922",177,-25.76,2 18,876 897,16,93.75%,93.75%,0.1460176991,Acropora pulchra
